-788.4141477817641	Its main implementation is the Glasgow Haskell Compiler.	+56	C:\Users\Invalidish\Development\Python\microraptor
-943.9988009672527	It is also a garbage-collected runtime system.	+421	C:\Users\Cycloid\Dev\Perl\graciliceratops
-599.0905267158375	Erlang is a general-purpose, concurrent, functional programming language.	+5994	C:\Users\Goalposts\Dev\Prolog\baryonyx
-634.2471013063813	Type classes first appeared in the Haskell programming language.	+44	C:\Users\Brekel\Dev\Falcon\avimimus
-586.3610719637043	Haskell features a type system with type inference and lazy evaluation.	+591	C:\Users\Darrack\Development\Tex\sinocalliopteryx
-297.8186374642821	Atoms can contain any character if they are enclosed within single quotes and an escape convention exists which allows any character to be used within an atom.	+994	C:\Users\Netchilik\Dev\J#\ornitholestes
-303.20825013636625	They are written as strings of consecutive alphanumeric characters, the first character being lowercase.	+1264	C:\Users\Cabinda\Dev\PowerShell\saurolophus
-461.6413533235102	The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.	+590	C:\Users\Eel\Development\Io\megalosaurus
-208.41703517574263	In 1989 the building was heavily damaged by fire, but it has since been restored.	+379	C:\Users\Adirondack\Dev\Z shell\massospondylus
-320.3385150016793	Erlang is a general-purpose, concurrent, functional programming language.	+43	C:\Users\Banya\Dev\Falcon\rebbachisaurus
738.209742275581	Any element of a tuple can be accessed in constant time.	+878	C:\Users\Tyrantship\Development\C\erketu
342.20782861511225	Its main implementation is the Glasgow Haskell Compiler.	+371	C:\Users\Predeciding\Dev\Lua\austrosaurus
310.4604410418044	Type classes first appeared in the Haskell programming language.	+692	C:\Users\Stylar\Development\Lisp\lamaceratops
-373.1892998108883	The Galactic Empire is nearing completion of the Death Star, a space station with the power to destroy entire planets.	+45	C:\Users\Echard\Development\C++\harpymimus
-459.1272398882138	Tuples are containers for a fixed number of Erlang data types.	+674	C:\Users\Trucker\Dev\F#\saurophaganax
-15.978728206337678	She spent her earliest years reading classic literature, and writing poetry.	+56	C:\Users\Sensorium\Development\TypeScript\scelidosaurus
718.0245470857708	Do you have any idea why this is not working?	+1684	C:\Users\Vertep\Development\Elixir\huayangosaurus
905.4580243417456	Erlang is a general-purpose, concurrent, functional programming language.	+232	C:\Users\Baggy\Dev\Tcl\homalocephale
